Date,Temperature,Rainfall,Humidity,Day_Type,Previous_Demand,Water_Demand
2025-02-13,30.06,1.11,78.32,Weekday,11146.02,11623.45
2025-02-14,30.85,0.85,69.92,Weekday,11623.45,11961.28
2025-02-15,23.5,0.93,62.1,Weekend,11961.28,9140.31
2025-02-16,21.86,8.79,73.07,Weekend,9140.31,8173.39
2025-02-17,33.11,0.08,87.8,Weekday,8173.39,12768.94
2025-02-18,29.33,4.04,63.41,Weekday,12768.94,11128.46
2025-02-19,25.01,1.73,53.31,Weekday,11128.46,9881.24
2025-02-20,34.2,1.15,78.28,Weekday,9881.24,13233.65
2025-02-21,28.46,2.58,63.56,Weekday,13233.65,11573.4
2025-02-22,32.72,1.33,38.93,Weekend,11573.4,11134.92
2025-02-23,28.27,4.13,75.17,Weekend,11134.92,10393.73
2025-02-24,36.24,4.62,58.58,Weekday,10393.73,12790.31
2025-02-25,35.02,1.1,63.91,Weekday,12790.31,12996.76
2025-02-26,27.0,0.65,68.98,Weekday,12996.76,11037.45
2025-02-27,31.89,1.79,67.29,Weekday,11037.45,12007.67
2025-02-28,30.58,4.87,73.51,Weekday,12007.67,11270.72
2025-03-01,33.47,0.47,59.77,Weekend,11270.72,11573.62
2025-03-02,24.14,1.95,71.16,Weekend,11573.62,9054.15
2025-03-03,30.74,2.0,61.89,Weekday,9054.15,11526.75
2025-03-04,32.23,2.64,73.87,Weekday,11526.75,12076.92
2025-03-05,20.97,0.28,72.38,Weekday,12076.92,9253.96
2025-03-06,23.27,2.52,53.77,Weekday,9253.96,10070.05
2025-03-07,19.84,4.79,78.03,Weekday,10070.05,9273.38
2025-03-08,26.92,0.4,58.57,Weekend,9273.38,9974.89
2025-03-09,30.87,0.54,74.7,Weekend,9974.89,11195.97
2025-03-10,34.01,7.11,69.41,Weekday,11195.97,12333.59
2025-03-11,28.3,0.4,87.06,Weekday,12333.59,11433.75
2025-03-12,34.51,3.85,62.32,Weekday,11433.75,12593.12
2025-03-13,22.48,1.36,60.81,Weekday,12593.12,9984.25
2025-03-14,21.19,0.57,64.77,Weekday,9984.25,9645.85
2025-03-15,27.78,4.09,61.36,Weekend,9645.85,9695.79
2025-03-16,29.54,1.18,74.6,Weekend,9695.79,11000.52
2025-03-17,27.87,1.45,45.6,Weekday,11000.52,11367.78
2025-03-18,19.73,0.89,52.36,Weekday,11367.78,8882.36
2025-03-19,27.64,1.8,52.19,Weekday,8882.36,11028.45
2025-03-20,22.78,0.36,76.4,Weekday,11028.45,10121.96
2025-03-21,30.68,0.99,85.53,Weekday,10121.96,11777.51
2025-03-22,29.47,6.97,63.75,Weekend,11777.51,10580.55
2025-03-23,24.24,0.6,62.97,Weekend,10580.55,10171.51
2025-03-24,25.94,2.14,65.84,Weekday,10171.51,10329.26
2025-03-25,23.76,0.79,78.94,Weekday,10329.26,9713.54
2025-03-26,27.75,2.97,53.87,Weekday,9713.54,11040.88
2025-03-27,31.82,0.28,67.86,Weekday,11040.88,12399.17
2025-03-28,24.06,7.0,76.7,Weekday,12399.17,9634.92
2025-03-29,30.02,1.21,71.01,Weekend,9634.92,11293.26
2025-03-30,25.88,0.54,67.27,Weekend,11293.26,9475.08
2025-03-31,24.83,0.15,77.01,Weekday,9475.08,10652.79
2025-04-01,27.57,0.37,35.0,Weekday,10652.79,10931.45
2025-04-02,23.86,1.47,73.13,Weekday,10931.45,10613.21
2025-04-03,25.79,0.82,57.15,Weekday,10613.21,11228.35
2025-04-04,23.21,3.53,43.03,Weekday,11228.35,9539.66
2025-04-05,35.86,1.13,71.13,Weekend,9539.66,12159.67
2025-04-06,28.14,0.57,81.48,Weekend,12159.67,10697.38
2025-04-07,25.2,1.92,63.35,Weekday,10697.38,10280.52
2025-04-08,28.86,2.45,76.43,Weekday,10280.52,11254.06
2025-04-09,27.55,0.37,84.35,Weekday,11254.06,11116.04
2025-04-10,27.12,0.37,80.78,Weekday,11116.04,10423.77
2025-04-11,30.46,0.07,84.68,Weekday,10423.77,11854.04
2025-04-12,31.03,2.67,73.91,Weekend,11854.04,10787.26
2025-04-13,25.88,2.18,65.91,Weekend,10787.26,9597.15
2025-04-14,25.7,1.29,45.78,Weekday,9597.15,11004.29
2025-04-15,26.9,3.72,62.05,Weekday,11004.29,10300.56
2025-04-16,18.79,3.28,54.88,Weekday,10300.56,8929.93
2025-04-17,21.94,1.76,91.05,Weekday,8929.93,9510.27
2025-04-18,33.47,4.05,62.89,Weekday,9510.27,12208.62
2025-04-19,34.58,0.46,66.48,Weekend,12208.62,12295.2
2025-04-20,27.0,0.24,71.62,Weekend,12295.2,10283.99
2025-04-21,30.31,0.63,65.52,Weekday,10283.99,11947.44
2025-04-22,29.25,0.12,85.34,Weekday,11947.44,11842.3
2025-04-23,40.0,1.52,57.53,Weekday,11842.3,14029.41
2025-04-24,32.48,5.52,67.34,Weekday,14029.41,11744.56
2025-04-25,27.49,0.08,56.09,Weekday,11744.56,10790.12
2025-04-26,24.18,0.26,49.16,Weekend,10790.12,9226.0
2025-04-27,21.57,1.2,57.66,Weekend,9226.0,9631.99
2025-04-28,28.81,5.43,64.56,Weekday,9631.99,11392.27
2025-04-29,24.97,0.76,59.85,Weekday,11392.27,10027.52
2025-04-30,22.31,1.42,56.69,Weekday,10027.52,9317.77
2025-05-01,25.41,0.08,48.12,Weekday,9317.77,10741.19
2025-05-02,23.67,0.32,64.0,Weekday,10741.19,10306.94
2025-05-03,34.75,8.63,46.94,Weekend,10306.94,11611.45
2025-05-04,31.53,6.71,74.12,Weekend,11611.45,10718.22
2025-05-05,27.97,0.01,65.99,Weekday,10718.22,11203.6
2025-05-06,33.92,6.07,47.51,Weekday,11203.6,12343.09
2025-05-07,28.31,2.04,61.29,Weekday,12343.09,11190.06
2025-05-08,24.55,4.05,55.97,Weekday,11190.06,9399.03
2025-05-09,34.09,1.21,68.83,Weekday,9399.03,12607.15
2025-05-10,30.16,1.45,81.09,Weekend,12607.15,10617.51
2025-05-11,23.85,1.34,42.5,Weekend,10617.51,9357.94
2025-05-12,27.24,2.2,66.38,Weekday,9357.94,11779.37
2025-05-13,24.5,0.3,63.08,Weekday,11779.37,10460.56
2025-05-14,22.47,0.06,73.06,Weekday,10460.56,9768.27
2025-05-15,31.7,0.74,67.56,Weekday,9768.27,12393.83
2025-05-16,35.64,2.44,55.98,Weekday,12393.83,13109.07
2025-05-17,22.41,0.45,61.17,Weekend,13109.07,9141.39
2025-05-18,30.25,2.24,55.45,Weekend,9141.39,11015.97
2025-05-19,25.4,7.01,77.91,Weekday,11015.97,10655.74
2025-05-20,26.05,0.2,65.26,Weekday,10655.74,10407.83
2025-05-21,25.63,2.23,87.81,Weekday,10407.83,10621.04
2025-05-22,24.54,1.17,64.27,Weekday,10621.04,10014.25
2025-05-23,28.19,4.05,56.5,Weekday,10014.25,11141.01
2025-05-24,24.68,0.39,46.84,Weekend,11141.01,9312.25
2025-05-25,29.08,2.36,43.36,Weekend,9312.25,10406.5
2025-05-26,27.8,3.64,45.99,Weekday,10406.5,10819.9
2025-05-27,27.04,5.79,68.21,Weekday,10819.9,10840.85
2025-05-28,24.37,2.3,71.1,Weekday,10840.85,10434.03
2025-05-29,25.69,1.38,46.03,Weekday,10434.03,10189.51
2025-05-30,31.02,1.92,75.74,Weekday,10189.51,11867.96
2025-05-31,30.0,4.06,59.2,Weekend,11867.96,10412.95
2025-06-01,24.09,1.69,66.76,Weekend,10412.95,8959.63
2025-06-02,28.4,0.06,84.35,Weekday,8959.63,11279.29
2025-06-03,31.01,5.35,75.76,Weekday,11279.29,11481.18
2025-06-04,21.32,2.34,61.78,Weekday,11481.18,10121.46
2025-06-05,30.17,2.26,54.31,Weekday,10121.46,11742.67
2025-06-06,25.35,0.49,39.18,Weekday,11742.67,10135.22
2025-06-07,30.28,2.15,56.37,Weekend,10135.22,10679.08
2025-06-08,24.95,1.0,62.47,Weekend,10679.08,9913.05
2025-06-09,20.78,2.11,53.15,Weekday,9913.05,9903.11
2025-06-10,21.49,0.23,63.42,Weekday,9903.11,9128.63
2025-06-11,28.19,2.14,65.92,Weekday,9128.63,10562.51
2025-06-12,29.04,14.88,62.3,Weekday,10562.51,10880.34
2025-06-13,24.38,0.1,57.2,Weekday,10880.34,10454.66
2025-06-14,30.55,7.56,67.02,Weekend,10454.66,10223.33
2025-06-15,21.35,1.04,70.3,Weekend,10223.33,8865.28
2025-06-16,27.74,4.09,51.92,Weekday,8865.28,10065.83
2025-06-17,23.16,3.05,81.93,Weekday,10065.83,9795.99
2025-06-18,25.39,1.67,63.82,Weekday,9795.99,10562.58
2025-06-19,28.19,2.68,65.23,Weekday,10562.58,11360.1
2025-06-20,24.56,4.22,73.5,Weekday,11360.1,9748.14
2025-06-21,26.46,1.04,67.8,Weekend,9748.14,10008.31
2025-06-22,32.03,0.79,76.44,Weekend,10008.31,11115.3
2025-06-23,25.69,2.2,68.45,Weekday,11115.3,10573.5
2025-06-24,31.34,3.3,57.65,Weekday,10573.5,11553.17
2025-06-25,23.48,2.87,69.34,Weekday,11553.17,9767.99
2025-06-26,30.12,3.2,51.28,Weekday,9767.99,11225.29
2025-06-27,33.77,1.14,66.3,Weekday,11225.29,12795.4
2025-06-28,18.11,3.41,64.6,Weekend,12795.4,7963.44
2025-06-29,24.81,0.26,62.5,Weekend,7963.44,9562.23
2025-06-30,30.31,1.57,63.46,Weekday,9562.23,11712.73
2025-07-01,27.19,0.01,42.42,Weekday,11712.73,10611.45
2025-07-02,29.48,0.78,58.42,Weekday,10611.45,11468.45
2025-07-03,25.58,0.91,66.11,Weekday,11468.45,10557.92
2025-07-04,28.35,1.01,66.92,Weekday,10557.92,12042.11
2025-07-05,27.38,2.38,52.67,Weekend,12042.11,9770.5
2025-07-06,32.67,0.98,80.19,Weekend,9770.5,11978.33
2025-07-07,29.02,1.19,54.61,Weekday,11978.33,11708.2
2025-07-08,29.35,0.54,76.63,Weekday,11708.2,11628.4
2025-07-09,26.35,0.93,70.13,Weekday,11628.4,11290.96
2025-07-10,26.05,0.52,57.25,Weekday,11290.96,10832.77
2025-07-11,26.27,0.15,86.3,Weekday,10832.77,10922.03
2025-07-12,29.58,1.85,50.68,Weekend,10922.03,10680.52
2025-07-13,26.32,2.21,76.03,Weekend,10680.52,10219.56
2025-07-14,29.16,1.93,77.01,Weekday,10219.56,11714.12
2025-07-15,36.3,1.25,56.95,Weekday,11714.12,13038.07
2025-07-16,31.48,0.96,81.71,Weekday,13038.07,11648.92
2025-07-17,26.7,3.98,62.0,Weekday,11648.92,10544.65
2025-07-18,32.8,1.46,68.46,Weekday,10544.65,12094.07
2025-07-19,26.37,1.3,68.12,Weekend,12094.07,9918.49
2025-07-20,19.85,0.05,63.39,Weekend,9918.49,8778.95
2025-07-21,23.97,0.83,74.73,Weekday,8778.95,10037.94
2025-07-22,20.52,0.96,74.52,Weekday,10037.94,9289.82
2025-07-23,26.59,1.02,44.02,Weekday,9289.82,10834.47
2025-07-24,28.07,1.74,80.65,Weekday,10834.47,11384.08
2025-07-25,34.71,1.53,45.05,Weekday,11384.08,12130.34
2025-07-26,29.31,1.87,77.39,Weekend,12130.34,10445.12
2025-07-27,27.12,2.9,78.52,Weekend,10445.12,10062.66
2025-07-28,31.32,3.35,51.91,Weekday,10062.66,12171.18
2025-07-29,19.16,2.53,60.07,Weekday,12171.18,8688.69
2025-07-30,28.94,6.23,51.73,Weekday,8688.69,10424.6
2025-07-31,31.08,0.04,62.42,Weekday,10424.6,12203.83
2025-08-01,22.09,0.44,61.3,Weekday,12203.83,9545.94
2025-08-02,32.58,0.02,74.36,Weekend,9545.94,11235.64
2025-08-03,29.35,2.09,80.72,Weekend,11235.64,10434.37
2025-08-04,26.34,4.57,81.75,Weekday,10434.37,10414.06
2025-08-05,30.53,0.56,58.25,Weekday,10414.06,11656.71
2025-08-06,37.08,5.24,62.49,Weekday,11656.71,12440.18
2025-08-07,28.73,0.12,44.8,Weekday,12440.18,11691.04
2025-08-08,28.99,5.45,55.33,Weekday,11691.04,11444.73
2025-08-09,26.16,0.87,76.58,Weekend,11444.73,10116.77
2025-08-10,24.6,0.21,84.39,Weekend,10116.77,9241.74
2025-08-11,31.32,1.33,50.19,Weekday,9241.74,11913.44
2025-08-12,24.58,0.59,57.89,Weekday,11913.44,10344.48
2025-08-13,28.29,0.67,64.68,Weekday,10344.48,11447.56
2025-08-14,26.09,0.73,68.36,Weekday,11447.56,10914.1
2025-08-15,29.92,3.25,55.28,Weekday,10914.1,11248.78
2025-08-16,29.33,1.55,70.09,Weekend,11248.78,10684.31
2025-08-17,32.15,0.75,59.31,Weekend,10684.31,11565.05
2025-08-18,25.96,1.88,64.83,Weekday,11565.05,11025.94
2025-08-19,26.92,2.52,71.56,Weekday,11025.94,10989.99
2025-08-20,24.08,0.64,65.08,Weekday,10989.99,10457.02
2025-08-21,26.22,1.07,59.76,Weekday,10457.02,10745.47
2025-08-22,29.51,0.26,63.68,Weekday,10745.47,12029.64
2025-08-23,31.03,0.4,63.94,Weekend,12029.64,11297.94
2025-08-24,24.31,2.29,60.56,Weekend,11297.94,9086.64
2025-08-25,31.48,0.4,61.89,Weekday,9086.64,12508.58
2025-08-26,33.42,1.49,84.18,Weekday,12508.58,12695.84
2025-08-27,29.65,2.47,71.73,Weekday,12695.84,11332.99
2025-08-28,35.51,0.23,61.45,Weekday,11332.99,12964.86
2025-08-29,24.9,1.68,73.36,Weekday,12964.86,10431.15
2025-08-30,23.02,0.59,60.99,Weekend,10431.15,9296.87
2025-08-31,20.89,6.59,79.08,Weekend,9296.87,8203.29
2025-09-01,33.98,1.32,69.44,Weekday,8203.29,12733.71
2025-09-02,30.62,3.28,63.71,Weekday,12733.71,12151.98
2025-09-03,27.78,1.6,70.37,Weekday,12151.98,11388.04
2025-09-04,29.12,0.09,46.15,Weekday,11388.04,11580.06
2025-09-05,23.5,2.01,51.48,Weekday,11580.06,10246.46
2025-09-06,37.78,6.05,50.67,Weekend,10246.46,12102.12
2025-09-07,28.52,1.84,66.72,Weekend,12102.12,10551.35
2025-09-08,28.44,3.42,85.79,Weekday,10551.35,11628.54
2025-09-09,30.9,4.31,91.78,Weekday,11628.54,11565.4
2025-09-10,29.92,0.52,72.66,Weekday,11565.4,11435.3
2025-09-11,28.9,0.48,71.01,Weekday,11435.3,11240.13
2025-09-12,24.84,1.89,43.39,Weekday,11240.13,9981.58
2025-09-13,29.89,1.06,58.49,Weekend,9981.58,10601.34
2025-09-14,35.53,3.66,55.55,Weekend,10601.34,11927.8
2025-09-15,33.38,4.61,57.55,Weekday,11927.8,11805.3
2025-09-16,34.37,0.87,62.98,Weekday,11805.3,12778.1
2025-09-17,25.96,0.54,59.33,Weekday,12778.1,10966.22
2025-09-18,24.04,3.03,41.25,Weekday,10966.22,9745.43
2025-09-19,27.5,0.64,73.97,Weekday,9745.43,11528.59
2025-09-20,28.22,3.46,52.13,Weekend,11528.59,10382.25
2025-09-21,32.38,1.1,67.87,Weekend,10382.25,11765.17
2025-09-22,21.23,2.2,89.89,Weekday,11765.17,9183.98
2025-09-23,34.12,0.2,53.97,Weekday,9183.98,13019.84
2025-09-24,27.37,1.96,35.0,Weekday,13019.84,10607.97
2025-09-25,26.29,1.2,61.57,Weekday,10607.97,10994.02
2025-09-26,23.95,1.77,78.21,Weekday,10994.02,10148.11
2025-09-27,21.38,0.37,88.5,Weekend,10148.11,8931.69
2025-09-28,31.29,2.67,50.25,Weekend,8931.69,10706.87
2025-09-29,28.29,3.97,70.96,Weekday,10706.87,10736.99
2025-09-30,22.84,0.49,59.42,Weekday,10736.99,10100.12
2025-10-01,22.82,0.2,63.73,Weekday,10100.12,9654.32
2025-10-02,26.66,0.05,95.0,Weekday,9654.32,11049.35
2025-10-03,34.68,2.05,46.96,Weekday,11049.35,12344.54
2025-10-04,26.96,1.87,68.04,Weekend,12344.54,10295.39
2025-10-05,21.99,1.58,70.61,Weekend,10295.39,8450.51
2025-10-06,27.02,0.53,78.03,Weekday,8450.51,11127.72
2025-10-07,26.91,0.99,66.18,Weekday,11127.72,11085.64
2025-10-08,18.0,1.81,68.7,Weekday,11085.64,8396.56
2025-10-09,27.78,1.37,60.3,Weekday,8396.56,11260.44
2025-10-10,27.08,8.81,68.23,Weekday,11260.44,10392.38
2025-10-11,30.78,0.29,60.88,Weekend,10392.38,10961.08
2025-10-12,35.4,2.38,72.46,Weekend,10961.08,11806.32
2025-10-13,32.51,1.04,60.56,Weekday,11806.32,11704.89
2025-10-14,26.92,1.12,69.53,Weekday,11704.89,10996.57
2025-10-15,23.57,2.53,64.65,Weekday,10996.57,9471.73
2025-10-16,38.29,2.36,78.51,Weekday,9471.73,13663.31
2025-10-17,28.24,9.48,64.38,Weekday,13663.31,10471.88
2025-10-18,28.06,0.27,43.72,Weekend,10471.88,10645.69
2025-10-19,27.9,0.22,80.14,Weekend,10645.69,10317.67
2025-10-20,28.79,2.58,54.13,Weekday,10317.67,11143.08
2025-10-21,27.42,1.73,57.15,Weekday,11143.08,11187.01
2025-10-22,25.71,0.64,57.85,Weekday,11187.01,10725.59
2025-10-23,25.81,0.17,81.49,Weekday,10725.59,10784.75
2025-10-24,27.87,0.18,39.37,Weekday,10784.75,11343.7
2025-10-25,25.83,4.49,95.0,Weekend,11343.7,9086.52
2025-10-26,25.15,0.43,77.67,Weekend,9086.52,9930.11
2025-10-27,28.43,0.78,67.68,Weekday,9930.11,11477.67
2025-10-28,26.98,0.51,64.34,Weekday,11477.67,10648.89
2025-10-29,34.02,0.88,68.43,Weekday,10648.89,12610.61
2025-10-30,18.0,0.14,71.25,Weekday,12610.61,8726.7
2025-10-31,32.37,1.46,72.74,Weekday,8726.7,12184.04
2025-11-01,32.98,0.14,71.67,Weekend,12184.04,11785.04
2025-11-02,19.71,3.22,66.07,Weekend,11785.04,8548.22
2025-11-03,26.63,0.53,62.63,Weekday,8548.22,11189.25
2025-11-04,26.51,1.55,63.18,Weekday,11189.25,10360.64
2025-11-05,22.37,4.24,62.66,Weekday,10360.64,9689.76
2025-11-06,24.89,2.1,78.61,Weekday,9689.76,10702.49
2025-11-07,23.56,1.52,72.12,Weekday,10702.49,10133.65
2025-11-08,35.01,0.78,35.0,Weekend,10133.65,12466.84
2025-11-09,31.74,0.81,72.87,Weekend,12466.84,11924.56
2025-11-10,33.09,2.21,67.34,Weekday,11924.56,12651.53
2025-11-11,30.89,10.28,64.78,Weekday,12651.53,11224.15
2025-11-12,23.48,2.17,60.34,Weekday,11224.15,10261.0
2025-11-13,25.9,1.63,78.49,Weekday,10261.0,10638.39
2025-11-14,29.96,2.62,76.37,Weekday,10638.39,11536.67
2025-11-15,23.11,1.25,55.73,Weekend,11536.67,9022.31
2025-11-16,30.85,0.12,69.88,Weekend,9022.31,11622.1
2025-11-17,27.04,1.65,53.34,Weekday,11622.1,10631.95
2025-11-18,26.5,6.32,48.44,Weekday,10631.95,10829.1
2025-11-19,30.84,0.39,57.48,Weekday,10829.1,12080.08
2025-11-20,29.78,2.34,75.35,Weekday,12080.08,11087.08
2025-11-21,26.56,0.45,76.44,Weekday,11087.08,10963.44
2025-11-22,32.64,1.53,71.16,Weekend,10963.44,10856.52
2025-11-23,23.68,0.2,73.7,Weekend,10856.52,9540.32
2025-11-24,30.46,1.2,71.19,Weekday,9540.32,12035.74
2025-11-25,30.37,2.82,57.3,Weekday,12035.74,11439.59
2025-11-26,26.76,0.85,70.18,Weekday,11439.59,10909.19
2025-11-27,29.3,2.19,74.6,Weekday,10909.19,11987.44
2025-11-28,23.0,3.17,74.05,Weekday,11987.44,9593.25
2025-11-29,31.7,5.24,79.27,Weekend,9593.25,10637.2
2025-11-30,27.26,0.53,73.5,Weekend,10637.2,10666.81
2025-12-01,25.91,1.02,69.22,Weekday,10666.81,11234.5
2025-12-02,32.2,0.33,77.84,Weekday,11234.5,12273.66
2025-12-03,25.18,9.78,64.68,Weekday,12273.66,10066.59
2025-12-04,22.37,5.23,54.42,Weekday,10066.59,9825.21
2025-12-05,21.77,1.55,63.04,Weekday,9825.21,9346.4
2025-12-06,30.42,3.69,56.06,Weekend,9346.4,10615.16
2025-12-07,22.88,1.47,56.9,Weekend,10615.16,9421.08
2025-12-08,35.02,1.95,63.27,Weekday,9421.08,13353.97
2025-12-09,19.67,0.19,55.49,Weekday,13353.97,9322.0
2025-12-10,34.79,2.82,61.3,Weekday,9322.0,12457.3
2025-12-11,28.84,0.27,42.28,Weekday,12457.3,12035.27
2025-12-12,27.61,3.5,67.56,Weekday,12035.27,10714.14
2025-12-13,25.82,3.05,65.01,Weekend,10714.14,9560.8
2025-12-14,29.6,2.47,55.19,Weekend,9560.8,10754.47
2025-12-15,27.85,0.07,72.91,Weekday,10754.47,11672.72
2025-12-16,32.41,0.72,76.25,Weekday,11672.72,12551.71
2025-12-17,28.46,0.61,45.71,Weekday,12551.71,11439.84
2025-12-18,28.6,0.89,55.85,Weekday,11439.84,11467.85
2025-12-19,26.55,0.18,55.77,Weekday,11467.85,10884.77
2025-12-20,27.77,5.53,53.72,Weekend,10884.77,10118.26
2025-12-21,29.23,1.61,74.95,Weekend,10118.26,9869.81
2025-12-22,21.16,0.73,62.67,Weekday,9869.81,9392.51
2025-12-23,22.61,1.01,61.83,Weekday,9392.51,9893.28
2025-12-24,30.97,1.19,40.95,Weekday,9893.28,11553.12
2025-12-25,28.68,1.84,72.63,Weekday,11553.12,11389.92
2025-12-26,27.26,1.45,50.13,Weekday,11389.92,10888.67
2025-12-27,28.07,5.04,65.72,Weekend,10888.67,10592.17
2025-12-28,29.39,1.37,68.33,Weekend,10592.17,11159.55
2025-12-29,25.84,9.7,81.33,Weekday,11159.55,9794.78
2025-12-30,24.89,3.81,49.29,Weekday,9794.78,10121.38
